Format Version,1.23,Take Name,Apr17_Sand_No_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.50.51.250 PM,Capture Start Frame,7896456,Total Frames in Take,21876,Total Exported Frames,21876,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
20583,171.525000,-0.001433,0.014778,-0.008515,0.999854,0.355643,-0.028950,0.304485,0.350019,-0.027333,0.254501,0.347760,-0.030110,0.315723,0.369149,-0.029407,0.343232,-0.017156,0.015564,-0.001038,0.999731,0.134350,-0.068542,0.294830,0.109181,-0.055652,0.287935,0.148570,-0.075202,0.261881,0.145299,-0.074771,0.334675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350025,-0.027335,0.254549,0.347824,-0.030108,0.315787,0.369038,-0.029409,0.343054,0.109315,-0.055720,0.287928,0.148458,-0.075149,0.262113,0.145271,-0.074754,0.334516
20584,171.533000,-0.001330,0.014694,-0.007560,0.999863,0.355640,-0.028937,0.304471,0.350022,-0.027319,0.254486,0.347758,-0.030115,0.315706,0.369140,-0.029378,0.343219,-0.016650,0.015230,-0.000586,0.999745,0.134391,-0.068518,0.294815,0.109215,-0.055645,0.287916,0.148638,-0.075132,0.261868,0.145319,-0.074779,0.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350030,-0.027321,0.254542,0.347817,-0.030112,0.315764,0.369034,-0.029379,0.343039,0.109354,-0.055715,0.287913,0.148524,-0.075079,0.262113,0.145288,-0.074760,0.334486
20585,171.542000,-0.001536,0.014796,-0.007499,0.999861,0.355637,-0.028946,0.304486,0.350008,-0.027350,0.254502,0.347757,-0.030120,0.315724,0.369145,-0.029369,0.343232,-0.017059,0.015366,-0.000647,0.999736,0.134363,-0.068520,0.294822,0.109186,-0.055649,0.287920,0.148600,-0.075162,0.261877,0.145302,-0.074749,0.334669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350012,-0.027352,0.254551,0.347824,-0.030117,0.315785,0.369031,-0.029373,0.343056,0.109310,-0.055712,0.287922,0.148502,-0.075117,0.262116,0.145272,-0.074731,0.334489
20586,171.550000,-0.001453,0.014810,-0.008532,0.999853,0.355648,-0.028941,0.304481,0.350022,-0.027326,0.254498,0.347766,-0.030100,0.315719,0.369157,-0.029397,0.343227,-0.016953,0.015525,-0.000578,0.999736,0.134374,-0.068537,0.294828,0.109194,-0.055667,0.287936,0.148602,-0.075170,0.261877,0.145326,-0.074773,0.334670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350026,-0.027328,0.254550,0.347833,-0.030097,0.315777,0.369044,-0.029400,0.343052,0.109314,-0.055729,0.287936,0.148505,-0.075125,0.262105,0.145298,-0.074756,0.334502
20587,171.558000,-0.001323,0.014922,-0.008484,0.999852,0.355644,-0.028946,0.304483,0.350006,-0.027318,0.254502,0.347765,-0.030109,0.315723,0.369161,-0.029411,0.343226,-0.016722,0.015442,-0.001016,0.999740,0.134377,-0.068514,0.294817,0.109210,-0.055620,0.287927,0.148605,-0.075145,0.261866,0.145317,-0.074778,0.334659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350012,-0.027320,0.254548,0.347828,-0.030106,0.315786,0.369051,-0.029413,0.343050,0.109339,-0.055685,0.287917,0.148495,-0.075093,0.262096,0.145291,-0.074762,0.334504
20588,171.567000,-0.001619,0.014881,-0.009707,0.999841,0.355636,-0.028943,0.304475,0.350006,-0.027333,0.254492,0.347753,-0.030079,0.315714,0.369149,-0.029416,0.343219,-0.016520,0.015201,0.000077,0.999748,0.134387,-0.068514,0.294841,0.109195,-0.055671,0.287945,0.148644,-0.075099,0.261893,0.145323,-0.074771,0.334685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350012,-0.027334,0.254537,0.347812,-0.030076,0.315776,0.369045,-0.029418,0.343050,0.109318,-0.055733,0.287939,0.148543,-0.075052,0.262108,0.145297,-0.074755,0.334533
20589,171.575000,-0.001339,0.014729,-0.008702,0.999853,0.355638,-0.028952,0.304488,0.350021,-0.027324,0.254504,0.347754,-0.030111,0.315724,0.369140,-0.029421,0.343235,-0.016955,0.015249,-0.000837,0.999740,0.134379,-0.068525,0.294834,0.109209,-0.055643,0.287929,0.148622,-0.075166,0.261891,0.145306,-0.074766,0.334683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350026,-0.027326,0.254555,0.347816,-0.030109,0.315778,0.369036,-0.029423,0.343070,0.109335,-0.055707,0.287919,0.148514,-0.075115,0.262124,0.145281,-0.074751,0.334525
20590,171.583000,-0.001596,0.014936,-0.008801,0.999848,0.355645,-0.028946,0.304478,0.350007,-0.027343,0.254496,0.347766,-0.030098,0.315719,0.369164,-0.029398,0.343221,-0.016939,0.015340,-0.000792,0.999739,0.134376,-0.068518,0.294815,0.109204,-0.055638,0.287915,0.148614,-0.075156,0.261870,0.145311,-0.074759,0.334662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350011,-0.027344,0.254535,0.347832,-0.030094,0.315787,0.369052,-0.029401,0.343051,0.109344,-0.055708,0.287907,0.148498,-0.075102,0.262096,0.145282,-0.074742,0.334507
20591,171.592000,-0.001510,0.014768,-0.008599,0.999853,0.355627,-0.028952,0.304485,0.350004,-0.027342,0.254501,0.347743,-0.030108,0.315723,0.369132,-0.029405,0.343232,-0.017025,0.015193,-0.000628,0.999739,0.134371,-0.068508,0.294822,0.109196,-0.055637,0.287912,0.148620,-0.075147,0.261881,0.145296,-0.074739,0.334673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350011,-0.027343,0.254549,0.347806,-0.030106,0.315787,0.369021,-0.029407,0.343052,0.109329,-0.055704,0.287908,0.148511,-0.075096,0.262117,0.145268,-0.074722,0.334507
20592,171.600000,-0.001554,0.014981,-0.008072,0.999854,0.355638,-0.028953,0.304483,0.349992,-0.027352,0.254501,0.347761,-0.030117,0.315724,0.369160,-0.029389,0.343224,-0.016906,0.015351,-0.001120,0.999739,0.134377,-0.068511,0.294832,0.109214,-0.055614,0.287933,0.148610,-0.075157,0.261886,0.145308,-0.074762,0.334678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349996,-0.027354,0.254551,0.347832,-0.030113,0.315785,0.369039,-0.029392,0.343044,0.109330,-0.055673,0.287939,0.148522,-0.075116,0.262110,0.145279,-0.074744,0.334503
20593,171.608000,-0.001294,0.014818,-0.007853,0.999859,0.355634,-0.028966,0.304482,0.350005,-0.027341,0.254499,0.347754,-0.030139,0.315720,0.369144,-0.029416,0.343227,-0.016639,0.015373,-0.000837,0.999743,0.134373,-0.068533,0.294816,0.109202,-0.055646,0.287925,0.148608,-0.075153,0.261865,0.145310,-0.074800,0.334658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350010,-0.027343,0.254545,0.347812,-0.030136,0.315776,0.369046,-0.029419,0.343069,0.109329,-0.055710,0.287910,0.148494,-0.075100,0.262101,0.145287,-0.074785,0.334507
20594,171.617000,-0.001531,0.014793,-0.008829,0.999851,0.355640,-0.028952,0.304475,0.350016,-0.027341,0.254491,0.347757,-0.030104,0.315713,0.369147,-0.029409,0.343221,-0.016744,0.015335,-0.000726,0.999742,0.134378,-0.068509,0.294822,0.109204,-0.055630,0.287926,0.148617,-0.075133,0.261874,0.145313,-0.074765,0.334666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350022,-0.027343,0.254539,0.347822,-0.030101,0.315780,0.369032,-0.029412,0.343037,0.109341,-0.055699,0.287904,0.148488,-0.075072,0.262126,0.145291,-0.074751,0.334513
20595,171.625000,-0.001407,0.014811,-0.008455,0.999854,0.355636,-0.028936,0.304480,0.350009,-0.027317,0.254496,0.347754,-0.030097,0.315717,0.369144,-0.029393,0.343225,-0.016937,0.015451,-0.001118,0.999737,0.134384,-0.068535,0.294821,0.109219,-0.055638,0.287926,0.148610,-0.075183,0.261872,0.145323,-0.074783,0.334665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350014,-0.027318,0.254551,0.347822,-0.030094,0.315778,0.369026,-0.029395,0.343039,0.109338,-0.055698,0.287897,0.148490,-0.075126,0.262117,0.145308,-0.074773,0.334526
20596,171.633000,-0.001455,0.014830,-0.008636,0.999852,0.355638,-0.028949,0.304480,0.350010,-0.027333,0.254497,0.347756,-0.030106,0.315718,0.369148,-0.029407,0.343225,-0.016529,0.015221,-0.000705,0.999747,0.134387,-0.068516,0.294820,0.109215,-0.055635,0.287924,0.148634,-0.075126,0.261872,0.145314,-0.074789,0.334664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350016,-0.027334,0.254539,0.347812,-0.030104,0.315777,0.369053,-0.029409,0.343067,0.109351,-0.055704,0.287911,0.148513,-0.075069,0.262123,0.145288,-0.074773,0.334500
20597,171.642000,-0.001313,0.014894,-0.007296,0.999862,0.355636,-0.028954,0.304481,0.349997,-0.027337,0.254499,0.347759,-0.030136,0.315720,0.369152,-0.029389,0.343224,-0.016677,0.015483,-0.000788,0.999741,0.134373,-0.068522,0.294835,0.109199,-0.055638,0.287948,0.148601,-0.075143,0.261881,0.145319,-0.074785,0.334675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350002,-0.027339,0.254549,0.347826,-0.030133,0.315780,0.369038,-0.029391,0.343048,0.109327,-0.055703,0.287947,0.148497,-0.075095,0.262119,0.145290,-0.074767,0.334502
20598,171.650000,-0.001380,0.014750,-0.008433,0.999855,0.355624,-0.028958,0.304478,0.350003,-0.027336,0.254494,0.347741,-0.030120,0.315715,0.369128,-0.029417,0.343225,-0.016723,0.015465,-0.001183,0.999740,0.134379,-0.068517,0.294815,0.109216,-0.055614,0.287926,0.148604,-0.075153,0.261863,0.145318,-0.074785,0.334656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350008,-0.027338,0.254548,0.347805,-0.030116,0.315768,0.369019,-0.029420,0.343055,0.109338,-0.055676,0.287919,0.148502,-0.075106,0.262084,0.145293,-0.074769,0.334502
20599,171.658000,-0.001365,0.014820,-0.006873,0.999866,0.355643,-0.028946,0.304470,0.350010,-0.027338,0.254487,0.347765,-0.030134,0.315708,0.369154,-0.029366,0.343215,-0.016701,0.015210,-0.000477,0.999745,0.134377,-0.068513,0.294810,0.109199,-0.055645,0.287910,0.148627,-0.075126,0.261865,0.145306,-0.074767,0.334656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350017,-0.027339,0.254538,0.347828,-0.030132,0.315773,0.369041,-0.029367,0.343030,0.109334,-0.055713,0.287898,0.148510,-0.075072,0.262105,0.145279,-0.074751,0.334497
20600,171.667000,-0.001397,0.014789,-0.007671,0.999860,0.355637,-0.028936,0.304483,0.350009,-0.027324,0.254499,0.347756,-0.030110,0.315720,0.369144,-0.029374,0.343229,-0.016870,0.015117,-0.000693,0.999743,0.134386,-0.068504,0.294807,0.109215,-0.055628,0.287897,0.148640,-0.075135,0.261866,0.145305,-0.074749,0.334657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350015,-0.027326,0.254556,0.347817,-0.030107,0.315771,0.369041,-0.029377,0.343061,0.109341,-0.055692,0.287895,0.148537,-0.075087,0.262098,0.145276,-0.074731,0.334489
20601,171.675000,-0.001406,0.014961,-0.008179,0.999854,0.355645,-0.028941,0.304476,0.350002,-0.027324,0.254494,0.347767,-0.030107,0.315716,0.369165,-0.029392,0.343217,-0.016817,0.015203,-0.000999,0.999743,0.134385,-0.068509,0.294826,0.109220,-0.055616,0.287921,0.148629,-0.075145,0.261882,0.145306,-0.074764,0.334674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350009,-0.027326,0.254545,0.347831,-0.030104,0.315780,0.369052,-0.029394,0.343033,0.109343,-0.055678,0.287914,0.148525,-0.075097,0.262115,0.145281,-0.074749,0.334513
20602,171.683000,-0.001422,0.014799,-0.007237,0.999863,0.355647,-0.028930,0.304479,0.350017,-0.027325,0.254496,0.347767,-0.030111,0.315717,0.369155,-0.029355,0.343225,-0.016796,0.015279,-0.000599,0.999742,0.134372,-0.068514,0.294824,0.109196,-0.055641,0.287924,0.148616,-0.075137,0.261878,0.145305,-0.074763,0.334670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350024,-0.027326,0.254545,0.347823,-0.030109,0.315773,0.369058,-0.029357,0.343061,0.109327,-0.055708,0.287924,0.148512,-0.075088,0.262110,0.145274,-0.074744,0.334500
20603,171.692000,-0.001208,0.014859,-0.007533,0.999861,0.355635,-0.028953,0.304482,0.350001,-0.027323,0.254500,0.347757,-0.030134,0.315720,0.369149,-0.029402,0.343226,-0.016910,0.015232,-0.000614,0.999741,0.134370,-0.068538,0.294821,0.109195,-0.055666,0.287916,0.148617,-0.075169,0.261877,0.145299,-0.074778,0.334669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350009,-0.027325,0.254561,0.347814,-0.030130,0.315773,0.369046,-0.029404,0.343048,0.109320,-0.055730,0.287921,0.148522,-0.075125,0.262101,0.145268,-0.074759,0.334496
20604,171.700000,-0.001405,0.014738,-0.008271,0.999856,0.355649,-0.028928,0.304485,0.350029,-0.027311,0.254501,0.347766,-0.030093,0.315722,0.369152,-0.029381,0.343233,-0.016794,0.015173,-0.000568,0.999744,0.134380,-0.068510,0.294837,0.109204,-0.055639,0.287932,0.148631,-0.075132,0.261894,0.145304,-0.074758,0.334685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350033,-0.027313,0.254549,0.347833,-0.030089,0.315782,0.369038,-0.029384,0.343060,0.109339,-0.055708,0.287943,0.148533,-0.075087,0.262119,0.145268,-0.074737,0.334505
20605,171.708000,-0.001401,0.014765,-0.008585,0.999853,0.355643,-0.028927,0.304481,0.350021,-0.027306,0.254497,0.347760,-0.030086,0.315718,0.369148,-0.029389,0.343228,-0.016852,0.015481,-0.001326,0.999737,0.134373,-0.068498,0.294819,0.109213,-0.055590,0.287927,0.148594,-0.075147,0.261868,0.145311,-0.074758,0.334662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350029,-0.027308,0.254552,0.347821,-0.030084,0.315778,0.369039,-0.029390,0.343045,0.109347,-0.055659,0.287929,0.148490,-0.075098,0.262095,0.145279,-0.074739,0.334494
20606,171.717000,-0.001398,0.014821,-0.007644,0.999860,0.355636,-0.028944,0.304477,0.350006,-0.027332,0.254494,0.347757,-0.030118,0.315715,0.369147,-0.029381,0.343222,-0.016848,0.015237,-0.000782,0.999742,0.134382,-0.068507,0.294836,0.109211,-0.055626,0.287933,0.148626,-0.075140,0.261892,0.145309,-0.074756,0.334684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350012,-0.027333,0.254540,0.347815,-0.030116,0.315774,0.369046,-0.029382,0.343056,0.109341,-0.055692,0.287924,0.148515,-0.075087,0.262131,0.145282,-0.074740,0.334521
20607,171.725000,-0.001414,0.014769,-0.008747,0.999852,0.355626,-0.028948,0.304475,0.350004,-0.027327,0.254491,0.347743,-0.030105,0.315712,0.369131,-0.029413,0.343222,-0.017128,0.015356,-0.001680,0.999734,0.134376,-0.068514,0.294823,0.109227,-0.055592,0.287918,0.148602,-0.075191,0.261880,0.145300,-0.074759,0.334672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350009,-0.027329,0.254548,0.347806,-0.030101,0.315763,0.369024,-0.029415,0.343053,0.109352,-0.055655,0.287908,0.148493,-0.075140,0.262127,0.145275,-0.074743,0.334505
20608,171.733000,-0.001248,0.014827,-0.007891,0.999858,0.355620,-0.028954,0.304488,0.349990,-0.027325,0.254505,0.347740,-0.030128,0.315726,0.369131,-0.029410,0.343233,-0.016902,0.015212,-0.001022,0.999741,0.134382,-0.068517,0.294821,0.109217,-0.055625,0.287915,0.148625,-0.075160,0.261878,0.145303,-0.074766,0.334670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349993,-0.027326,0.254553,0.347809,-0.030125,0.315782,0.369018,-0.029412,0.343068,0.109352,-0.055694,0.287912,0.148516,-0.075109,0.262114,0.145273,-0.074748,0.334501
20609,171.742000,-0.001394,0.014780,-0.008075,0.999857,0.355636,-0.028932,0.304473,0.350011,-0.027316,0.254489,0.347754,-0.030100,0.315710,0.369142,-0.029381,0.343219,-0.016937,0.015084,-0.001074,0.999742,0.134390,-0.068510,0.294828,0.109228,-0.055616,0.287914,0.148641,-0.075157,0.261889,0.145300,-0.074758,0.334680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350014,-0.027317,0.254538,0.347822,-0.030096,0.315769,0.369028,-0.029384,0.343048,0.109367,-0.055686,0.287907,0.148525,-0.075102,0.262130,0.145271,-0.074740,0.334515
20610,171.750000,-0.001278,0.014792,-0.007543,0.999861,0.355647,-0.028935,0.304476,0.350019,-0.027312,0.254493,0.347767,-0.030114,0.315713,0.369155,-0.029379,0.343222,-0.016964,0.015334,-0.001146,0.999738,0.134369,-0.068500,0.294823,0.109206,-0.055603,0.287921,0.148602,-0.075151,0.261878,0.145298,-0.074747,0.334670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350028,-0.027314,0.254546,0.347822,-0.030112,0.315776,0.369051,-0.029380,0.343034,0.109318,-0.055660,0.287923,0.148513,-0.075110,0.262096,0.145271,-0.074731,0.334506
20611,171.758000,-0.001508,0.014855,-0.007578,0.999860,0.355636,-0.028938,0.304469,0.350002,-0.027337,0.254486,0.347757,-0.030111,0.315708,0.369149,-0.029365,0.343213,-0.016861,0.015477,-0.000725,0.999738,0.134392,-0.068517,0.294825,0.109216,-0.055639,0.287934,0.148621,-0.075148,0.261875,0.145338,-0.074763,0.334668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350009,-0.027339,0.254550,0.347818,-0.030108,0.315760,0.369041,-0.029367,0.343029,0.109332,-0.055698,0.287944,0.148535,-0.075108,0.262100,0.145307,-0.074744,0.334486
20612,171.767000,-0.001463,0.014630,-0.008528,0.999856,0.355639,-0.028955,0.304472,0.350031,-0.027341,0.254487,0.347753,-0.030114,0.315707,0.369134,-0.029410,0.343222,-0.016869,0.015476,-0.000531,0.999738,0.134362,-0.068530,0.294836,0.109181,-0.055662,0.287945,0.148594,-0.075157,0.261885,0.145311,-0.074772,0.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350036,-0.027343,0.254539,0.347814,-0.030111,0.315761,0.369030,-0.029412,0.343054,0.109302,-0.055723,0.287941,0.148493,-0.075110,0.262121,0.145285,-0.074756,0.334510
20613,171.775000,-0.001245,0.014878,-0.008493,0.999853,0.355636,-0.028963,0.304476,0.350003,-0.027327,0.254494,0.347756,-0.030127,0.315715,0.369150,-0.029434,0.343220,-0.016872,0.015352,-0.001223,0.999739,0.134387,-0.068526,0.294821,0.109225,-0.055623,0.287922,0.148618,-0.075173,0.261874,0.145316,-0.074782,0.334666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350006,-0.027329,0.254552,0.347826,-0.030123,0.315766,0.369034,-0.029436,0.343046,0.109364,-0.055693,0.287911,0.148499,-0.075116,0.262115,0.145289,-0.074765,0.334507
20614,171.783000,-0.001527,0.014854,-0.009080,0.999847,0.355630,-0.028952,0.304470,0.350000,-0.027339,0.254487,0.347747,-0.030100,0.315709,0.369141,-0.029416,0.343214,-0.017015,0.015288,-0.000878,0.999738,0.134366,-0.068506,0.294829,0.109196,-0.055622,0.287924,0.148606,-0.075152,0.261886,0.145295,-0.074743,0.334678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350008,-0.027340,0.254538,0.347800,-0.030098,0.315760,0.369050,-0.029418,0.343056,0.109320,-0.055685,0.287931,0.148513,-0.075109,0.262111,0.145263,-0.074724,0.334501
20615,171.792000,-0.001359,0.014800,-0.008351,0.999855,0.355643,-0.028952,0.304479,0.350017,-0.027329,0.254496,0.347761,-0.030116,0.315716,0.369151,-0.029410,0.343225,-0.017032,0.015381,-0.000805,0.999736,0.134383,-0.068525,0.294822,0.109210,-0.055645,0.287921,0.148617,-0.075170,0.261877,0.145321,-0.074759,0.334669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350022,-0.027330,0.254540,0.347826,-0.030113,0.315781,0.369040,-0.029412,0.343051,0.109332,-0.055707,0.287925,0.148522,-0.075125,0.262115,0.145291,-0.074741,0.334488
20616,171.800000,-0.001139,0.014731,-0.006787,0.999868,0.355648,-0.028931,0.304477,0.350023,-0.027302,0.254494,0.347768,-0.030125,0.315713,0.369151,-0.029367,0.343224,-0.016470,0.015160,-0.000828,0.999749,0.134394,-0.068486,0.294818,0.109225,-0.055597,0.287921,0.148643,-0.075095,0.261871,0.145314,-0.074766,0.334663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350032,-0.027303,0.254549,0.347828,-0.030123,0.315777,0.369041,-0.029368,0.343033,0.109348,-0.055660,0.287915,0.148540,-0.075047,0.262099,0.145288,-0.074750,0.334504
20617,171.808000,-0.001358,0.014905,-0.007249,0.999862,0.355651,-0.028922,0.304467,0.350011,-0.027310,0.254485,0.347775,-0.030104,0.315706,0.369169,-0.029352,0.343209,-0.016865,0.015142,-0.001210,0.999742,0.134389,-0.068506,0.294821,0.109230,-0.055604,0.287912,0.148634,-0.075152,0.261880,0.145302,-0.074762,0.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350020,-0.027311,0.254533,0.347833,-0.030101,0.315773,0.369062,-0.029355,0.343024,0.109353,-0.055666,0.287912,0.148536,-0.075106,0.262108,0.145274,-0.074745,0.334504
20618,171.817000,-0.001278,0.014720,-0.008331,0.999856,0.355641,-0.028937,0.304488,0.350023,-0.027306,0.254505,0.347757,-0.030103,0.315725,0.369143,-0.029402,0.343236,-0.016612,0.015055,-0.000123,0.999749,0.134383,-0.068504,0.294859,0.109197,-0.055653,0.287953,0.148647,-0.075101,0.261916,0.145304,-0.074758,0.334707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350031,-0.027308,0.254552,0.347809,-0.030101,0.315780,0.369052,-0.029403,0.343078,0.109325,-0.055718,0.287981,0.148566,-0.075064,0.262124,0.145261,-0.074732,0.334512
20619,171.825000,-0.001348,0.014721,-0.007911,0.999859,0.355641,-0.028932,0.304473,0.350021,-0.027313,0.254489,0.347758,-0.030104,0.315710,0.369143,-0.029380,0.343221,-0.016812,0.015421,-0.000738,0.999739,0.134386,-0.068526,0.294834,0.109211,-0.055647,0.287941,0.148618,-0.075155,0.261884,0.145327,-0.074777,0.334677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350028,-0.027314,0.254541,0.347821,-0.030101,0.315770,0.369033,-0.029382,0.343041,0.109323,-0.055703,0.287941,0.148528,-0.075113,0.262111,0.145302,-0.074761,0.334508
