Format Version,1.23,Take Name,Apr17_Sand_No_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 05.15.20.295 PM,Capture Start Frame,7208744,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
3454,28.783000,-0.000330,-0.000808,-0.000818,0.999999,0.482331,-0.029057,0.235589,0.470891,-0.029913,0.243431,0.481237,-0.028311,0.276523,0.494864,-0.028947,0.186814,-0.001924,0.001179,-0.004730,0.999986,0.276260,-0.070401,0.149691,0.273198,-0.074755,0.191450,0.254585,-0.058537,0.134915,0.300998,-0.077911,0.122709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470999,-0.029904,0.243439,0.481100,-0.028321,0.276571,0.494832,-0.028951,0.186781,0.273227,-0.074776,0.191502,0.254713,-0.058577,0.134782,0.300746,-0.077809,0.122804
3455,28.792000,-0.000140,-0.000958,-0.002077,0.999997,0.482344,-0.029042,0.235589,0.470899,-0.029872,0.243427,0.481239,-0.028308,0.276522,0.494892,-0.028945,0.186817,-0.002065,0.001367,-0.005710,0.999981,0.276283,-0.070400,0.149688,0.273228,-0.074736,0.191448,0.254625,-0.058497,0.134916,0.300996,-0.077965,0.122699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470998,-0.029863,0.243443,0.481110,-0.028319,0.276578,0.494866,-0.028949,0.186772,0.273259,-0.074756,0.191489,0.254742,-0.058534,0.134793,0.300736,-0.077863,0.122814
3456,28.800000,-0.000177,-0.000926,-0.001441,0.999999,0.482322,-0.029050,0.235612,0.470880,-0.029895,0.243451,0.481220,-0.028315,0.276546,0.494867,-0.028941,0.186840,-0.002241,0.001517,-0.005300,0.999982,0.276271,-0.070414,0.149698,0.273232,-0.074739,0.191461,0.254599,-0.058535,0.134929,0.300982,-0.077969,0.122704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470975,-0.029887,0.243465,0.481095,-0.028325,0.276582,0.494840,-0.028944,0.186808,0.273262,-0.074758,0.191498,0.254711,-0.058570,0.134812,0.300731,-0.077870,0.122817
3457,28.808000,-0.000212,-0.000827,-0.001082,0.999999,0.482338,-0.029033,0.235591,0.470898,-0.029885,0.243432,0.481243,-0.028296,0.276525,0.494874,-0.028919,0.186816,-0.001871,0.001086,-0.004882,0.999986,0.276278,-0.070370,0.149697,0.273207,-0.074728,0.191454,0.254609,-0.058498,0.134918,0.301019,-0.077884,0.122719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470997,-0.029876,0.243445,0.481114,-0.028307,0.276570,0.494845,-0.028922,0.186780,0.273232,-0.074745,0.191495,0.254728,-0.058536,0.134805,0.300773,-0.077786,0.122813
3458,28.817000,0.000040,-0.000897,-0.002186,0.999997,0.482328,-0.029041,0.235600,0.470884,-0.029872,0.243439,0.481229,-0.028322,0.276534,0.494870,-0.028929,0.186827,-0.002100,0.001021,-0.004144,0.999989,0.276274,-0.070371,0.149689,0.273204,-0.074714,0.191448,0.254589,-0.058538,0.134902,0.301030,-0.077861,0.122718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470976,-0.029863,0.243462,0.481105,-0.028332,0.276573,0.494847,-0.028933,0.186784,0.273229,-0.074731,0.191491,0.254708,-0.058576,0.134789,0.300791,-0.077765,0.122806
3459,28.825000,-0.000074,-0.000838,-0.002028,0.999998,0.482326,-0.029063,0.235595,0.470884,-0.029896,0.243436,0.481232,-0.028335,0.276529,0.494863,-0.028958,0.186821,-0.001667,0.001106,-0.003980,0.999990,0.276295,-0.070373,0.149694,0.273234,-0.074754,0.191450,0.254604,-0.058534,0.134921,0.301048,-0.077832,0.122712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470980,-0.029887,0.243456,0.481102,-0.028345,0.276561,0.494836,-0.028961,0.186785,0.273263,-0.074773,0.191491,0.254711,-0.058566,0.134803,0.300819,-0.077742,0.122812
3460,28.833000,-0.000097,-0.000776,-0.001549,0.999999,0.482338,-0.029023,0.235594,0.470898,-0.029867,0.243436,0.481248,-0.028294,0.276527,0.494869,-0.028909,0.186817,-0.001597,0.000902,-0.003686,0.999992,0.276295,-0.070338,0.149673,0.273218,-0.074726,0.191427,0.254602,-0.058509,0.134893,0.301063,-0.077778,0.122700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470990,-0.029858,0.243461,0.481121,-0.028305,0.276552,0.494844,-0.028912,0.186781,0.273245,-0.074743,0.191464,0.254711,-0.058543,0.134784,0.300832,-0.077687,0.122797
3461,28.842000,-0.000166,-0.001051,-0.002174,0.999997,0.482323,-0.029036,0.235593,0.470878,-0.029863,0.243429,0.481212,-0.028300,0.276526,0.494881,-0.028944,0.186824,-0.001609,0.001102,-0.004341,0.999989,0.276277,-0.070359,0.149670,0.273212,-0.074742,0.191425,0.254594,-0.058503,0.134899,0.301025,-0.077832,0.122688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470964,-0.029855,0.243440,0.481102,-0.028309,0.276557,0.494855,-0.028947,0.186798,0.273238,-0.074761,0.191473,0.254714,-0.058540,0.134776,0.300790,-0.077738,0.122776
3462,28.850000,-0.000197,-0.000980,-0.001708,0.999998,0.482315,-0.029045,0.235600,0.470871,-0.029883,0.243438,0.481208,-0.028308,0.276533,0.494865,-0.028945,0.186829,-0.002166,0.001181,-0.004795,0.999986,0.276271,-0.070392,0.149674,0.273209,-0.074726,0.191434,0.254597,-0.058533,0.134892,0.301008,-0.077918,0.122695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470959,-0.029875,0.243454,0.481092,-0.028317,0.276569,0.494841,-0.028948,0.186794,0.273232,-0.074742,0.191473,0.254718,-0.058573,0.134786,0.300758,-0.077817,0.122787
3463,28.858000,-0.000367,-0.000724,-0.000877,0.999999,0.482318,-0.029042,0.235580,0.470879,-0.029897,0.243424,0.481231,-0.028293,0.276513,0.494843,-0.028938,0.186802,-0.001316,0.000113,-0.002262,0.999997,0.276298,-0.070300,0.149734,0.273169,-0.074720,0.191480,0.254595,-0.058525,0.134926,0.301130,-0.077654,0.122796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470981,-0.029887,0.243437,0.481098,-0.028304,0.276549,0.494813,-0.028941,0.186771,0.273236,-0.074749,0.191473,0.254703,-0.058553,0.134778,0.300731,-0.077520,0.123121
3464,28.867000,-0.000270,-0.000722,-0.001336,0.999999,0.482314,-0.029050,0.235587,0.470874,-0.029895,0.243431,0.481228,-0.028308,0.276521,0.494839,-0.028947,0.186809,-0.002504,0.000992,-0.005422,0.999982,0.276228,-0.070431,0.149741,0.273145,-0.074733,0.191503,0.254574,-0.058555,0.134943,0.300966,-0.078006,0.122777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470971,-0.029886,0.243444,0.481102,-0.028318,0.276553,0.494811,-0.028951,0.186780,0.273228,-0.074768,0.191481,0.254689,-0.058583,0.134773,0.300454,-0.077838,0.123237
3465,28.875000,0.000075,-0.000732,-0.002051,0.999998,0.482299,-0.029040,0.235590,0.470858,-0.029874,0.243433,0.481213,-0.028324,0.276524,0.494825,-0.028921,0.186812,-0.002866,0.001476,-0.007337,0.999968,0.276223,-0.070474,0.149740,0.273163,-0.074734,0.191508,0.254601,-0.058525,0.134955,0.300905,-0.078164,0.122758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470946,-0.029866,0.243447,0.481098,-0.028333,0.276563,0.494800,-0.028924,0.186778,0.273263,-0.074776,0.191476,0.254706,-0.058548,0.134762,0.300344,-0.077982,0.123320
3466,28.883000,-0.000034,-0.000624,-0.002179,0.999997,0.482299,-0.029025,0.235593,0.470860,-0.029855,0.243439,0.481222,-0.028300,0.276527,0.494815,-0.028920,0.186813,-0.002967,0.001360,-0.007178,0.999969,0.276202,-0.070472,0.149748,0.273134,-0.074724,0.191516,0.254579,-0.058533,0.134955,0.300893,-0.078159,0.122773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470949,-0.029847,0.243451,0.481107,-0.028309,0.276557,0.494789,-0.028923,0.186785,0.273235,-0.074766,0.191479,0.254682,-0.058554,0.134763,0.300328,-0.077977,0.123352
3467,28.892000,0.000122,-0.000696,-0.002746,0.999996,0.482311,-0.029029,0.235593,0.470870,-0.029848,0.243436,0.481229,-0.028315,0.276527,0.494834,-0.028923,0.186814,-0.002666,0.001335,-0.006970,0.999971,0.276222,-0.070455,0.149732,0.273154,-0.074734,0.191497,0.254595,-0.058516,0.134945,0.300918,-0.078115,0.122753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470969,-0.029839,0.243452,0.481096,-0.028326,0.276574,0.494806,-0.028926,0.186775,0.273250,-0.074773,0.191458,0.254704,-0.058541,0.134764,0.300352,-0.077932,0.123318
3468,28.900000,-0.000101,-0.000698,-0.002203,0.999997,0.482282,-0.029036,0.235601,0.470841,-0.029864,0.243445,0.481199,-0.028305,0.276535,0.494805,-0.028938,0.186823,-0.002599,0.001257,-0.006489,0.999975,0.276223,-0.070456,0.149726,0.273152,-0.074743,0.191491,0.254587,-0.058536,0.134938,0.300930,-0.078089,0.122751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470933,-0.029856,0.243458,0.481080,-0.028314,0.276583,0.494779,-0.028941,0.186785,0.273239,-0.074778,0.191451,0.254696,-0.058564,0.134776,0.300411,-0.077920,0.123254
3469,28.908000,-0.000307,-0.000669,-0.001662,0.999998,0.482283,-0.029048,0.235589,0.470844,-0.029885,0.243434,0.481202,-0.028302,0.276523,0.494803,-0.028957,0.186810,-0.002397,0.000939,-0.004847,0.999985,0.276205,-0.070448,0.149722,0.273122,-0.074762,0.191482,0.254539,-0.058593,0.134924,0.300954,-0.077989,0.122759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470937,-0.029877,0.243439,0.481087,-0.028311,0.276570,0.494775,-0.028960,0.186779,0.273197,-0.074791,0.191446,0.254653,-0.058626,0.134782,0.300474,-0.077830,0.123190
3470,28.917000,0.000064,-0.000598,-0.001881,0.999998,0.482286,-0.029031,0.235590,0.470848,-0.029869,0.243436,0.481211,-0.028314,0.276525,0.494799,-0.028909,0.186809,-0.002036,0.000843,-0.004148,0.999989,0.276244,-0.070393,0.149719,0.273159,-0.074742,0.191476,0.254565,-0.058558,0.134926,0.301009,-0.077880,0.122755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470956,-0.029859,0.243438,0.481084,-0.028325,0.276567,0.494765,-0.028913,0.186785,0.273242,-0.074776,0.191450,0.254667,-0.058582,0.134763,0.300548,-0.077732,0.123188
3471,28.925000,-0.000006,-0.000579,-0.002445,0.999997,0.482273,-0.029040,0.235599,0.470834,-0.029864,0.243446,0.481201,-0.028317,0.276534,0.494785,-0.028939,0.186818,-0.002097,0.001033,-0.004869,0.999985,0.276221,-0.070421,0.149710,0.273145,-0.074760,0.191469,0.254553,-0.058556,0.134924,0.300965,-0.077946,0.122738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470923,-0.029856,0.243461,0.481086,-0.028326,0.276585,0.494761,-0.028942,0.186776,0.273223,-0.074793,0.191451,0.254659,-0.058582,0.134763,0.300518,-0.077799,0.123137
3472,28.933000,-0.000019,-0.000591,-0.001897,0.999998,0.482278,-0.029018,0.235599,0.470840,-0.029854,0.243445,0.481204,-0.028295,0.276533,0.494791,-0.028905,0.186818,-0.002288,0.001078,-0.005231,0.999983,0.276218,-0.070403,0.149697,0.273143,-0.074724,0.191458,0.254557,-0.058529,0.134908,0.300954,-0.077957,0.122725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470931,-0.029847,0.243456,0.481088,-0.028304,0.276574,0.494765,-0.028908,0.186786,0.273225,-0.074758,0.191433,0.254655,-0.058551,0.134748,0.300515,-0.077815,0.123143
3473,28.942000,0.000125,-0.000484,-0.002576,0.999997,0.482254,-0.029033,0.235596,0.470816,-0.029856,0.243445,0.481189,-0.028320,0.276531,0.494756,-0.028922,0.186812,-0.002318,0.000983,-0.004907,0.999985,0.276203,-0.070427,0.149692,0.273123,-0.074747,0.191453,0.254537,-0.058567,0.134898,0.300949,-0.077966,0.122726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470904,-0.029848,0.243453,0.481078,-0.028329,0.276573,0.494730,-0.028925,0.186782,0.273203,-0.074779,0.191422,0.254640,-0.058593,0.134744,0.300492,-0.077818,0.123156
3474,28.950000,0.000128,-0.000494,-0.002251,0.999997,0.482248,-0.029049,0.235594,0.470811,-0.029879,0.243443,0.481182,-0.028337,0.276529,0.494751,-0.028930,0.186811,-0.002513,0.001105,-0.005133,0.999983,0.276196,-0.070437,0.149695,0.273124,-0.074740,0.191458,0.254532,-0.058573,0.134902,0.300932,-0.077999,0.122725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470892,-0.029872,0.243450,0.481081,-0.028344,0.276578,0.494729,-0.028932,0.186777,0.273202,-0.074771,0.191426,0.254643,-0.058603,0.134752,0.300459,-0.077843,0.123156
3475,28.958000,0.000180,-0.000249,-0.002631,0.999997,0.482233,-0.029043,0.235587,0.470799,-0.029866,0.243441,0.481187,-0.028334,0.276522,0.494712,-0.028928,0.186797,-0.002316,0.001069,-0.005317,0.999983,0.276198,-0.070437,0.149694,0.273121,-0.074755,0.191455,0.254539,-0.058559,0.134904,0.300933,-0.077996,0.122723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470890,-0.029858,0.243446,0.481077,-0.028343,0.276558,0.494684,-0.028931,0.186773,0.273201,-0.074786,0.191418,0.254647,-0.058587,0.134755,0.300458,-0.077841,0.123169
3476,28.967000,-0.000233,-0.000453,-0.000878,0.999999,0.482221,-0.029041,0.235584,0.470787,-0.029897,0.243434,0.481157,-0.028303,0.276518,0.494720,-0.028923,0.186800,-0.002629,0.001048,-0.005248,0.999982,0.276169,-0.070460,0.149680,0.273092,-0.074752,0.191443,0.254509,-0.058594,0.134881,0.300906,-0.078033,0.122715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470855,-0.029892,0.243438,0.481075,-0.028309,0.276559,0.494700,-0.028926,0.186773,0.273174,-0.074785,0.191411,0.254611,-0.058619,0.134724,0.300444,-0.077883,0.123158
3477,28.975000,0.000028,-0.000403,-0.001832,0.999998,0.482230,-0.029032,0.235577,0.470795,-0.029870,0.243428,0.481171,-0.028313,0.276512,0.494724,-0.028912,0.186792,-0.002005,0.001297,-0.004532,0.999987,0.276200,-0.070401,0.149620,0.273150,-0.074750,0.191380,0.254516,-0.058548,0.134847,0.300935,-0.077905,0.122633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470872,-0.029863,0.243428,0.481079,-0.028320,0.276562,0.494701,-0.028915,0.186764,0.273190,-0.074771,0.191400,0.254616,-0.058577,0.134728,0.300666,-0.077806,0.122797
3478,28.983000,0.000095,-0.000281,-0.003364,0.999994,0.482206,-0.029039,0.235582,0.470771,-0.029844,0.243436,0.481159,-0.028322,0.276518,0.494689,-0.028951,0.186794,-0.001435,0.001305,-0.002843,0.999994,0.276201,-0.070377,0.149587,0.273165,-0.074784,0.191342,0.254476,-0.058581,0.134828,0.300960,-0.077767,0.122591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470839,-0.029838,0.243440,0.481075,-0.028328,0.276576,0.494671,-0.028954,0.186756,0.273178,-0.074797,0.191393,0.254591,-0.058618,0.134726,0.300801,-0.077700,0.122623
3479,28.992000,0.000278,-0.000305,-0.003027,0.999995,0.482209,-0.029042,0.235573,0.470774,-0.029858,0.243426,0.481160,-0.028341,0.276509,0.494694,-0.028928,0.186785,-0.001383,0.001108,-0.002544,0.999995,0.276204,-0.070367,0.149578,0.273155,-0.074780,0.191331,0.254479,-0.058582,0.134812,0.300978,-0.077739,0.122591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470862,-0.029850,0.243423,0.481057,-0.028348,0.276572,0.494668,-0.028931,0.186752,0.273165,-0.074791,0.191379,0.254595,-0.058621,0.134718,0.300815,-0.077670,0.122621
3480,29.000000,0.000088,-0.000174,-0.002578,0.999997,0.482193,-0.029027,0.235581,0.470760,-0.029850,0.243437,0.481154,-0.028311,0.276516,0.494665,-0.028920,0.186789,-0.001254,0.000883,-0.002326,0.999996,0.276206,-0.070346,0.149583,0.273140,-0.074772,0.191333,0.254482,-0.058567,0.134810,0.300995,-0.077700,0.122606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470845,-0.029842,0.243439,0.481052,-0.028319,0.276572,0.494640,-0.028923,0.186756,0.273155,-0.074784,0.191375,0.254587,-0.058601,0.134719,0.300815,-0.077627,0.122657
3481,29.008000,0.000016,-0.000210,-0.002935,0.999996,0.482204,-0.029036,0.235578,0.470770,-0.029850,0.243433,0.481162,-0.028314,0.276513,0.494680,-0.028946,0.186788,-0.001807,0.001207,-0.002814,0.999994,0.276184,-0.070388,0.149582,0.273141,-0.074764,0.191339,0.254462,-0.058603,0.134810,0.300949,-0.077796,0.122596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470843,-0.029843,0.243442,0.481071,-0.028321,0.276554,0.494659,-0.028948,0.186756,0.273154,-0.074776,0.191380,0.254574,-0.058642,0.134722,0.300761,-0.077718,0.122644
3482,29.017000,0.000175,-0.000129,-0.002139,0.999998,0.482180,-0.029036,0.235590,0.470749,-0.029870,0.243447,0.481144,-0.028329,0.276525,0.494648,-0.028910,0.186797,-0.001719,0.001166,-0.003843,0.999990,0.276191,-0.070389,0.149579,0.273136,-0.074766,0.191335,0.254495,-0.058557,0.134807,0.300943,-0.077843,0.122594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470820,-0.029864,0.243457,0.481055,-0.028335,0.276566,0.494629,-0.028912,0.186765,0.273158,-0.074781,0.191375,0.254592,-0.058587,0.134706,0.300759,-0.077769,0.122663
3483,29.025000,0.000073,-0.000222,-0.002107,0.999998,0.482188,-0.029056,0.235573,0.470755,-0.029889,0.243428,0.481144,-0.028340,0.276508,0.494665,-0.028939,0.186783,-0.001930,0.001355,-0.004107,0.999989,0.276162,-0.070438,0.149568,0.273120,-0.074796,0.191327,0.254466,-0.058601,0.134799,0.300899,-0.077917,0.122577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470840,-0.029882,0.243428,0.481044,-0.028348,0.276561,0.494639,-0.028942,0.186754,0.273145,-0.074811,0.191355,0.254554,-0.058628,0.134707,0.300707,-0.077842,0.122667
3484,29.033000,0.000166,-0.000156,-0.002259,0.999997,0.482184,-0.029055,0.235574,0.470752,-0.029886,0.243431,0.481145,-0.028346,0.276510,0.494654,-0.028932,0.186783,-0.002039,0.001343,-0.004237,0.999988,0.276158,-0.070426,0.149577,0.273114,-0.074774,0.191337,0.254466,-0.058587,0.134805,0.300895,-0.077917,0.122588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470830,-0.029879,0.243434,0.481051,-0.028353,0.276553,0.494631,-0.028935,0.186756,0.273141,-0.074791,0.191368,0.254558,-0.058615,0.134705,0.300695,-0.077840,0.122682
3485,29.042000,0.000316,-0.000309,-0.003063,0.999995,0.482188,-0.029047,0.235578,0.470753,-0.029862,0.243430,0.481139,-0.028348,0.276513,0.494674,-0.028930,0.186790,-0.002202,0.001145,-0.004064,0.999989,0.276158,-0.070430,0.149577,0.273099,-0.074765,0.191337,0.254467,-0.058603,0.134793,0.300908,-0.077921,0.122600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470835,-0.029855,0.243423,0.481046,-0.028355,0.276565,0.494647,-0.028932,0.186767,0.273120,-0.074779,0.191371,0.254564,-0.058634,0.134700,0.300714,-0.077844,0.122676
3486,29.050000,0.000154,-0.000029,-0.002529,0.999997,0.482180,-0.029039,0.235578,0.470749,-0.029864,0.243437,0.481152,-0.028329,0.276514,0.494637,-0.028925,0.186783,-0.001857,0.001183,-0.003862,0.999990,0.276169,-0.070413,0.149575,0.273115,-0.074778,0.191333,0.254472,-0.058584,0.134801,0.300920,-0.077876,0.122592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470820,-0.029858,0.243445,0.481062,-0.028335,0.276574,0.494619,-0.028927,0.186742,0.273136,-0.074793,0.191370,0.254574,-0.058617,0.134704,0.300723,-0.077797,0.122663
3487,29.058000,0.000124,-0.000223,-0.002529,0.999997,0.482186,-0.029043,0.235574,0.470752,-0.029868,0.243429,0.481142,-0.028331,0.276510,0.494663,-0.028932,0.186784,-0.001848,0.001343,-0.003367,0.999992,0.276196,-0.070398,0.149567,0.273160,-0.074767,0.191325,0.254483,-0.058591,0.134800,0.300946,-0.077836,0.122575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470823,-0.029861,0.243430,0.481057,-0.028337,0.276568,0.494643,-0.028934,0.186751,0.273180,-0.074780,0.191354,0.254580,-0.058622,0.134714,0.300748,-0.077758,0.122654
3488,29.067000,0.002373,0.000899,-0.008148,0.999964,0.482248,-0.029136,0.235562,0.470824,-0.029867,0.243439,0.481303,-0.028596,0.276502,0.494618,-0.028944,0.186745,-0.001401,0.000946,-0.002975,0.999994,0.276174,-0.070391,0.149567,0.273108,-0.074800,0.191319,0.254464,-0.058587,0.134793,0.300951,-0.077785,0.122588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470823,-0.029865,0.243446,0.481305,-0.028598,0.276477,0.494618,-0.028944,0.186752,0.273126,-0.074812,0.191353,0.254566,-0.058621,0.134706,0.300757,-0.077707,0.122654
3489,29.075000,0.002540,0.000906,-0.008554,0.999960,0.482254,-0.029143,0.235556,0.470829,-0.029867,0.243432,0.481310,-0.028616,0.276496,0.494623,-0.028945,0.186738,-0.001181,0.001012,-0.002906,0.999995,0.276177,-0.070371,0.149559,0.273117,-0.074799,0.191309,0.254463,-0.058565,0.134793,0.300952,-0.077751,0.122574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470811,-0.029869,0.243422,0.481335,-0.028614,0.276483,0.494625,-0.028944,0.186757,0.273132,-0.074812,0.191351,0.254569,-0.058599,0.134701,0.300776,-0.077678,0.122622
3490,29.083000,0.000433,0.000091,-0.003643,0.999993,0.482171,-0.029067,0.235573,0.470741,-0.029871,0.243435,0.481155,-0.028378,0.276510,0.494618,-0.028954,0.186775,-0.001624,0.001219,-0.003117,0.999993,0.276165,-0.070392,0.149544,0.273121,-0.074782,0.191300,0.254450,-0.058589,0.134777,0.300925,-0.077806,0.122556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470788,-0.029868,0.243434,0.481097,-0.028381,0.276560,0.494605,-0.028955,0.186747,0.273139,-0.074796,0.191341,0.254539,-0.058616,0.134683,0.300770,-0.077743,0.122608
3491,29.092000,0.000020,-0.000218,-0.002205,0.999998,0.482151,-0.029052,0.235569,0.470718,-0.029882,0.243424,0.481107,-0.028331,0.276504,0.494627,-0.028943,0.186779,-0.001485,0.001078,-0.002741,0.999995,0.276181,-0.070378,0.149546,0.273128,-0.074781,0.191299,0.254461,-0.058587,0.134776,0.300954,-0.077765,0.122562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470792,-0.029875,0.243419,0.481014,-0.028338,0.276595,0.494607,-0.028945,0.186733,0.273143,-0.074793,0.191333,0.254554,-0.058618,0.134695,0.300785,-0.077697,0.122616
3492,29.100000,-0.000170,-0.000133,-0.002021,0.999998,0.482158,-0.029040,0.235577,0.470726,-0.029871,0.243434,0.481121,-0.028304,0.276512,0.494626,-0.028945,0.186784,-0.001287,0.000870,-0.002576,0.999995,0.276149,-0.070373,0.149563,0.273080,-0.074794,0.191314,0.254431,-0.058583,0.134789,0.300936,-0.077741,0.122587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470800,-0.029865,0.243434,0.481030,-0.028311,0.276583,0.494605,-0.028947,0.186743,0.273092,-0.074806,0.191362,0.254541,-0.058619,0.134691,0.300780,-0.077676,0.122618
3493,29.108000,0.000187,0.000006,-0.002900,0.999996,0.482162,-0.029051,0.235571,0.470732,-0.029868,0.243430,0.481138,-0.028343,0.276506,0.494617,-0.028942,0.186775,-0.001166,0.000758,-0.001978,0.999997,0.276172,-0.070351,0.149550,0.273099,-0.074786,0.191299,0.254444,-0.058584,0.134773,0.300974,-0.077684,0.122577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470814,-0.029861,0.243432,0.481038,-0.028350,0.276570,0.494593,-0.028945,0.186737,0.273111,-0.074797,0.191337,0.254546,-0.058619,0.134693,0.300808,-0.077615,0.122617
3494,29.117000,0.002521,0.000912,-0.008504,0.999960,0.482247,-0.029119,0.235548,0.470822,-0.029845,0.243425,0.481304,-0.028591,0.276489,0.494616,-0.028922,0.186731,-0.000676,0.000560,-0.001749,0.999998,0.276217,-0.070286,0.149539,0.273129,-0.074763,0.191282,0.254489,-0.058515,0.134765,0.301032,-0.077581,0.122569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470830,-0.029844,0.243421,0.481299,-0.028592,0.276481,0.494611,-0.028922,0.186739,0.273143,-0.074774,0.191316,0.254588,-0.058548,0.134686,0.300853,-0.077508,0.122623
3495,29.125000,0.000567,0.000384,-0.003570,0.999993,0.482170,-0.029071,0.235567,0.470744,-0.029879,0.243435,0.481177,-0.028393,0.276504,0.494588,-0.028942,0.186762,-0.001260,-0.000012,-0.002044,0.999997,0.276154,-0.070337,0.149607,0.273017,-0.074763,0.191352,0.254450,-0.058570,0.134795,0.300996,-0.077678,0.122674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.470798,-0.029875,0.243437,0.481112,-0.028396,0.276542,0.494572,-0.028944,0.186738,0.273063,-0.074784,0.191353,0.254553,-0.058600,0.134681,0.300689,-0.077570,0.122888
